> print(ans_data)
     answers         freq
1042   intro 1.361945e-05
1043   ionic 6.452327e-05
1044   irate 5.075644e-06
1045   irony 6.745976e-05
1046   islet 1.281848e-05
1047   issue 2.216006e-03
1048   itchy 4.292010e-06
1049   ivory 5.283781e-05
1050   jaunt 1.970876e-06
1051   jazzy 2.166509e-06
1052   jelly 2.289360e-05
1053   jerky 5.692193e-06
1054   jetty 1.002884e-05
1055   jewel 2.883466e-05
1056   jiffy 2.017468e-06
1057   joint 1.088666e-03
1058   joist 4.655849e-06
1059   joker 4.391522e-06
1060   jolly 1.919813e-05
1061   joust 1.302639e-06
1062   judge 9.419284e-04
1063   juice 1.180107e-04
1064   juicy 9.052187e-06
1065   jumbo 9.943247e-06
1066   jumpy 2.336914e-06
1067   junta 1.405528e-05
1068   junto 9.529391e-07
1069   juror 3.831331e-05
1070   kappa 4.658643e-05
1071   karma 2.085135e-05
1072   kayak 5.614663e-06
1073   kebab 1.006898e-06
1074   khaki 7.226750e-06
1075   kinky 2.859027e-06
1076   kiosk 6.261541e-06
1077   kitty 2.212836e-05
1078   knack 7.672264e-06
1079   knave 3.316180e-06
1080   knead 4.166805e-06
1081   kneed 1.573803e-06
1082   kneel 8.828953e-06
1083   knelt 1.834358e-05
1084   knife 1.198896e-04
1085   knock 5.415065e-05
1086   knoll 1.273516e-05
1087   known 2.184702e-03
1088   koala 2.671879e-06
1089   krill 6.503480e-06
1090   label 2.565003e-04
1091   labor 1.612781e-03
1092   laden 3.568987e-05
1093   ladle 7.844982e-06
1094   lager 6.129688e-06
1095   lance 4.075480e-05
1096   lanky 3.564137e-06
1097   lapel 4.617595e-06
1098   lapse 4.687253e-05
1099   large 3.414911e-03
1100   larva 1.697651e-05
1101   lasso 3.835177e-06
1102   latch 2.271678e-05
1103   later 2.469071e-03
1104   lathe 9.952166e-06
1105   latte 1.667153e-06
1106   laugh 1.138335e-04
1107   layer 7.461169e-04
1108   leach 3.860414e-05
1109   leafy 1.671326e-05
1110   leaky 1.061585e-05
1111   leant 3.388256e-06
1112   leapt 1.311876e-05
1113   learn 6.582821e-04
1114   lease 3.240315e-04
1115   leash 8.674284e-06
1116   least 2.431282e-03
1117   leave 9.966041e-04
1118   ledge 2.114447e-05
1119   leech 1.041523e-05
1120   leery 2.500235e-06
1121   lefty 3.582398e-06
1122   legal 1.686827e-03
1123   leggy 1.089060e-06
1124   lemon 6.999605e-05
1125   lemur 1.731044e-06
1126   leper 5.346252e-06
1127   level 3.673252e-03
1128   lever 4.919036e-05
1129   libel 3.045019e-05
1130   liege 9.525709e-06
1131   light 2.055451e-03
1132   liken 2.502746e-06
1133   lilac 8.943297e-06
1134   limbo 9.051824e-06
1135   limit 7.698117e-04
1136   linen 4.879507e-05
1137   liner 4.737373e-05
1138   lingo 4.917218e-06
1139   lipid 8.774754e-05
1140   lithe 3.808483e-06
1141   liver 2.682040e-04
1142   livid 3.915131e-06
1143   llama 5.436570e-06
1144   loamy 1.262938e-05
1145   loath 5.456527e-06
1146   lobby 7.368910e-05
1147   local 3.456708e-03
1148   locus 8.979624e-05
1149   lodge 1.035875e-04
1150   lofty 2.618435e-05
1151   logic 3.784681e-04
1152   login 1.430632e-05
1153   loopy 9.046518e-07
1154   loose 1.779469e-04
1155   lorry 9.089795e-06
1156   loser 1.544262e-05
1157   louse 5.234764e-06
1158   lousy 1.080430e-05
1159   lover 1.061495e-04
1160   lower 1.869033e-03
1161   lowly 1.241610e-05
1162   loyal 7.154061e-05
1163   lucid 1.619641e-05
1164   lucky 9.912407e-05
1165   lumen 2.865301e-05
1166   lumpy 5.568658e-06
1167   lunar 5.950350e-05
1168   lunch 1.858888e-04
1169   lunge 3.191437e-06
1170   lupus 2.354652e-05
1171   lurch 4.586364e-06
1172   lurid 6.476884e-06
1173   lusty 4.537569e-06
1174   lying 2.117892e-04
1175   lymph 4.917162e-05
1176   lynch 7.008219e-05
1177   lyric 3.299304e-05
1178   macaw 1.745422e-06
1179   macho 1.158787e-05
1180   macro 1.025530e-04
1181   madam 5.744835e-05
1182   madly 6.867455e-06
1183   mafia 1.956750e-05
1184   magic 1.776178e-04
1185   magma 2.475450e-05
1186   maize 9.465673e-05
1187   major 2.720487e-03
1188   maker 1.135031e-04
1189   mambo 2.879401e-06
1190   mamma 8.833920e-06
1191   mammy 4.699170e-06
1192   manga 3.144273e-06
1193   mange 2.733141e-06
1194   mango 1.863112e-05
1195   mangy 1.311080e-06
1196   mania 1.723027e-05
1197   manic 1.740373e-05
1198   manly 1.702962e-05
1199   manor 5.055959e-05
1200   maple 6.155926e-05
1201   march 1.639040e-03
1202   marry 1.302561e-04
1203   marsh 9.728540e-05
1204   mason 1.125619e-04
1205   masse 1.069650e-05
1206   match 2.843663e-04
1207   matey 5.518175e-07
1208   mauve 5.857696e-06
1209   maxim 2.547234e-05
1210   maybe 4.650848e-04
1211   mayor 1.679068e-04
1212   mealy 2.825118e-06
1213   meant 4.791500e-04
1214   meaty 3.283898e-06
1215   mecca 1.993756e-05
1216   medal 7.815979e-05
1217   media 9.501493e-04
1218   medic 6.859915e-06
1219   melee 3.204295e-06
1220   melon 1.212081e-05
1221   mercy 1.033816e-04
1222   merge 5.797309e-05
1223   merit 1.857398e-04
1224   merry 3.546898e-05
1225   metal 8.246770e-04
1226   meter 1.429388e-04
1227   metro 8.872017e-05
1228   micro 1.524680e-04
1229   midge 5.615877e-06
1230   midst 8.675870e-05
1231   might 2.979183e-03
1232   milky 1.737390e-05
1233   mimic 2.546945e-05
1234   mince 4.169317e-06
1235   miner 3.781623e-05
1236   minim 1.724815e-06
1237   minor 5.232899e-04
1238   minty 1.678300e-06
1239   minus 1.006334e-04
1240   mirth 7.621307e-06
1241   miser 4.113677e-06
1242   missy 5.507522e-06
1243   mocha 2.486743e-06
1244   modal 6.438563e-05
1245   model 2.978643e-03
1246   modem 1.250487e-04
1247   mogul 7.690338e-06
1248   moist 6.418545e-05
1249   molar 4.287593e-05
1250   moldy 2.673414e-06
1251   money 1.848399e-03
1252   month 1.082921e-03
1253   moody 5.412169e-05
1254   moose 2.833876e-05
1255   moral 6.291973e-04
1256   moron 2.718473e-06
1257   morph 4.746019e-06
1258   mossy 5.822903e-06
1259   motel 4.020963e-05
1260   motif 6.326798e-05
1261   motor 7.201009e-04
1262   motto 2.444758e-05
1263   moult 5.026325e-06
1264   mound 5.248812e-05
1265   mount 2.420858e-04
1266   mourn 1.318998e-05
1267   mouse 2.193410e-04
1268   mouth 4.270939e-04
1269   mover 1.705201e-05
1270   movie 1.949308e-04
1271   mower 1.006508e-05
1272   mucky 1.075689e-06
1273   mucus 2.249816e-05
1274   muddy 3.231741e-05
1275   mulch 1.518229e-05
1276   mummy 1.407441e-05
1277   munch 6.503583e-06
1278   mural 2.245377e-05
1279   murky 1.056631e-05
1280   mushy 3.658463e-06
1281   music 1.212805e-03
1282   musky 1.977168e-06
1283   musty 5.486457e-06
1284   myrrh 3.252440e-06
1285   nadir 1.042812e-05
1286   naive 5.719134e-05
1287   nanny 1.115100e-05
1288   nasal 7.420063e-05
1289   nasty 3.091311e-05
1290   natal 4.579534e-05
1291   naval 2.848187e-04
1292   navel 1.023565e-05
1293   needy 3.925764e-05
1294   neigh 2.072604e-06
1295   nerdy 6.872827e-07
1296   nerve 2.295594e-04
1297   never 2.408246e-03
1298   newer 5.829068e-05
1299   newly 3.009351e-04
1300   nicer 6.603634e-06
1301   niche 4.720239e-05
1302   niece 2.380630e-05
1303   night 1.203826e-03
1304   ninja 3.404518e-06
1305   ninny 7.600779e-07
1306   ninth 1.345971e-04
1307   noble 2.176176e-04
1308   nobly 4.355501e-06
1309   noise 5.283018e-04
1310   noisy 4.661045e-05
1311   nomad 5.689378e-06
1312   noose 6.220515e-06
1313   north 2.449731e-03
1314   nosey 6.408039e-07
1315   notch 4.109564e-05
1316   novel 4.994982e-04
1317   nudge 5.320790e-06
1318   nurse 2.554933e-04
1319   nutty 3.833726e-06
1320   nylon 3.959209e-05
1321   nymph 8.913461e-06
1322   oaken 1.266266e-06
1323   obese 1.977365e-05
1324   occur 9.594826e-04
1325   ocean 4.407915e-04
1326   octal 2.692127e-06
1327   octet 5.488415e-06
1328   odder 1.022074e-06
1329   oddly 2.377139e-05
1330   offal 5.497650e-06
1331   offer 9.462529e-04
1332   often 2.849909e-03
1333   olden 5.989479e-06
1334   older 6.345584e-04
1335   olive 9.694397e-05
1336   ombre 1.235876e-06
1337   omega 2.811636e-05
1338   onion 5.861491e-05
1339   onset 1.681160e-04
1340   opera 1.989275e-04
1341   opine 1.998707e-06
1342   opium 3.396278e-05
1343   optic 9.356293e-05
1344   orbit 1.255408e-04
1345   order 5.181936e-03
1346   organ 2.045847e-04
1347   other 1.663171e-02
1348   otter 2.248491e-05
1349   ought 2.906608e-04
1350   ounce 4.088106e-05
1351   outdo 3.200394e-06
1352   outer 3.154412e-04
1353   outgo 2.067438e-06
1354   ovary 3.346835e-05
1355   ovate 1.789371e-05
1356   overt 5.402324e-05
1357   ovine 4.692914e-06
1358   ovoid 1.078703e-05
1359   owing 1.260231e-04
1360   owner 7.131812e-04
1361   oxide 2.100562e-04
1362   ozone 1.456445e-04
1363   paddy 3.458425e-05
1364   pagan 4.418631e-05
1365   paint 2.225052e-04
1366   paler 9.577837e-06
1367   palsy 2.245297e-05
1368   panel 5.074271e-04
1369   panic 8.637580e-05
1370   pansy 3.641271e-06
1371   papal 3.125052e-05
1372   paper 2.171092e-03
1373   parer 8.487213e-07
1374   parka 3.280689e-06
1375   parry 2.513481e-05
1376   parse 8.243797e-06
1377   party 2.327043e-03
1378   pasta 3.967387e-05
1379   paste 6.592829e-05
1380   pasty 2.934055e-06
1381   patch 9.765711e-05
1382   patio 2.331794e-05
1383   patsy 1.286475e-05
1384   patty 1.719182e-05
1385   pause 8.031422e-05
1386   payee 3.424493e-05
1387   payer 2.376928e-05
1388   peace 8.294850e-04
1389   peach 3.404108e-05
1390   pearl 9.264113e-05
1391   pecan 9.113279e-06
1392   pedal 2.546307e-05
1393   penal 7.917175e-05
1394   pence 1.274635e-05
1395   penne 1.580287e-06
1396   penny 6.374667e-05
1397   perch 2.502929e-05
1398   peril 2.593729e-05
1399   perky 2.174362e-06
1400   pesky 2.329562e-06
1401   pesto 3.392693e-06
1402   petal 9.670383e-06
1403   petty 6.312818e-05
1404   phase 1.392255e-03
1405   phone 8.365359e-04
1406   phony 9.462195e-06
1407   photo 3.204536e-04
1408   piano 1.617988e-04
1409   picky 2.314593e-06
1410   piece 5.099761e-04
1411   piety 3.414869e-05
1412   piggy 4.432291e-06
1413   pilot 3.215096e-04
1414   pinch 3.275103e-05
1415   piney 3.398371e-06
1416   pinky 3.092907e-06
1417   pinto 1.474721e-05
1418   piper 2.828743e-05
1419   pique 3.892069e-06
1420   pitch 1.404382e-04
1421   pithy 3.343299e-06
1422   pivot 2.771269e-05
1423   pixel 7.236195e-05
1424   pixie 1.759365e-06
1425   pizza 4.751647e-05
1426   place 3.434669e-03
1427   plaid 8.353446e-06
1428   plain 3.065959e-04
1429   plait 2.498516e-06
1430   plane 4.786063e-04
1431   plank 2.092213e-05
1432   plant 1.485995e-03
1433   plate 4.946101e-04
1434   plaza 1.191056e-04
1435   plead 3.483080e-05
1436   pleat 1.460205e-06
1437   plied 6.308365e-06
1438   plier 5.960890e-07
1439   pluck 8.820632e-06
1440   plumb 1.069334e-05
1441   plume 3.900378e-05
1442   plump 1.425291e-05
1443   plunk 1.045436e-06
1444   plush 9.471799e-06
1445   poesy 1.442949e-06
1446   point 3.382552e-03
1447   poise 7.211055e-06
1448   poker 1.851257e-05
1449   polar 1.273479e-04
1450   polka 5.681132e-06
1451   polyp 5.485581e-06
1452   pooch 1.018718e-06
1453   poppy 1.471445e-05
1454   porch 6.211994e-05
1455   poser 1.687683e-06
1456   posit 1.237372e-05
1457   posse 8.016252e-06
1458   pouch 2.248723e-05
1459   pound 1.563725e-04
1460   pouty 5.343333e-07
1461   power 3.804980e-03
1462   prank 3.668249e-06
1463   prawn 7.896462e-06
1464   preen 1.174463e-06
1465   press 2.632309e-03
1466   price 2.050926e-03
1467   prick 9.396035e-06
1468   pride 1.735722e-04
1469   pried 3.243740e-06
1470   prime 5.231788e-04
1471   primo 7.878969e-06
1472   print 4.361133e-04
1473   prior 1.432525e-03
1474   prism 3.125136e-05
1475   privy 3.092368e-05
1476   prize 1.740762e-04
1477   probe 1.802228e-04
1478   prone 7.384534e-05
1479   prong 1.376210e-05
1480   proof 5.012766e-04
1481   prose 1.084472e-04
1482   proud 1.622704e-04
1483   prove 4.175308e-04
1484   prowl 3.557237e-06
1485   proxy 6.598966e-05
1486   prude 1.254412e-06
1487   prune 1.031693e-05
1488   psalm 4.380438e-05
1489   pubic 1.244219e-05
1490   pudgy 2.155977e-06
1491   puffy 5.381619e-06
1492   pulpy 1.194366e-06
1493   pulse 2.673876e-04
1494   punch 5.498376e-05
1495   pupal 5.097406e-06
1496   pupil 9.064104e-05
1497   puppy 2.049484e-05
1498   puree 8.048899e-06
1499   purer 5.624875e-06
1500   purge 2.573253e-05
1501   purse 4.604257e-05
1502   pushy 3.039704e-06
1503   putty 5.787057e-06
1504   pygmy 5.840493e-06
1505   quack 4.238527e-06
1506   quail 1.852749e-05
1507   quake 8.965827e-06
1508   qualm 1.029455e-06
1509   quark 3.870334e-05
1510   quart 2.348299e-05
1511   quash 1.017377e-05
1512   quasi 1.244967e-04
1513   queen 3.098322e-04
1514   queer 2.643261e-05
1515   quell 7.063868e-06
1516   query 1.269109e-04
1517   quest 1.138491e-04
1518   queue 5.912310e-05
1519   quick 3.100555e-04
1520   quiet 2.411432e-04
1521   quill 1.116220e-05
1522   quilt 3.050021e-05
1523   quirk 8.030732e-06
1524   quite 1.229285e-03
1525   quota 8.700312e-05
1526   quote 1.135241e-04
1527   quoth 2.263717e-06
1528   rabbi 6.424944e-05
1529   rabid 5.016064e-06
1530   racer 5.087184e-06
1531   radar 1.566127e-04
1532   radii 2.396258e-05
1533   radio 7.123528e-04
1534   rainy 3.896329e-05
1535   raise 4.065150e-04
1536   rajah 4.808652e-06
1537   rally 4.690151e-05
1538   ralph 1.275251e-04
1539   ramen 5.723513e-07
1540   ranch 9.023847e-05
1541   randy 3.839844e-05
1542   range 2.039731e-03
1543   rapid 5.007714e-04
1544   rarer 8.407316e-06
1545   raspy 2.134910e-06
1546   ratio 8.696682e-04
1547   ratty 1.546859e-06
1548   raven 3.987337e-05
1549   rayon 1.316820e-05
1550   razor 2.207125e-05
1551   reach 6.379536e-04
1552   react 1.031945e-04
1553   ready 5.777431e-04
1554   realm 1.331095e-04
1555   rearm 1.078694e-06
1556   rebar 3.821898e-06
1557   rebel 5.929144e-05
1558   rebus 4.753597e-06
1559   rebut 1.481046e-05
1560   recap 5.679335e-06
1561   recur 1.679682e-05
1562   recut 1.062578e-06
1563   reedy 4.678753e-06
1564   refer 4.722770e-04
1565   refit 2.591423e-06
1566   regal 1.561386e-05
1567   rehab 1.556789e-05
1568   reign 1.046453e-04
1569   relax 6.605688e-05
1570   relay 6.154099e-05
1571   relic 1.415477e-05
1572   remit 2.138068e-05
1573   renal 2.000262e-04
1574   renew 5.430316e-05
1575   repay 4.455454e-05
1576   repel 1.033897e-05
1577   reply 2.592958e-04
1578   rerun 4.724384e-06
1579   reset 3.645529e-05
1580   resin 9.846365e-05
1581   retch 7.277125e-07
1582   retro 7.648325e-06
1583   retry 3.580724e-06
1584   reuse 5.971401e-05
1585   revel 7.027399e-06
1586   revue 3.319738e-05
1587   rhino 8.777730e-06
1588   rhyme 2.845001e-05
1589   rider 4.775764e-05
1590   ridge 2.332349e-04
1591   rifle 6.751007e-05
1592   right 4.067823e-03
1593   rigid 1.589130e-04
1594   rigor 1.444939e-05
1595   rinse 2.733798e-05
1596   ripen 6.062191e-06
1597   riper 1.715500e-06
1598   risen 7.974886e-05
1599   riser 1.348900e-05
1600   risky 5.078684e-05
1601   rival 8.830987e-05
1602   river 1.470684e-03
1603   rivet 7.406778e-06
1604   roach 1.612382e-05
1605   roast 2.637223e-05
1606   robin 9.796131e-05
1607   robot 9.160098e-05
1608   rocky 1.229530e-04
1609   rodeo 1.295197e-05
1610   roger 1.782359e-04
1611   rogue 1.762467e-05
1612   roomy 3.513597e-06
1613   roost 9.871040e-06
1614   rotor 8.052934e-05
1615   rouge 6.468718e-05
1616   rough 1.907335e-04
1617   round 6.350567e-04
1618   rouse 1.706823e-05
1619   route 4.297022e-04
1620   rover 1.889680e-05
1621   rowdy 5.994146e-06
1622   rower 1.775217e-06
1623   royal 5.387470e-04
1624   ruddy 7.598584e-06
1625   ruder 1.995433e-06
1626   rugby 1.912968e-05
1627   ruler 8.938309e-05
1628   rumba 1.835089e-06
1629   rumor 2.079598e-05
1630   rupee 1.209803e-05
1631   rural 9.584440e-04
1632   rusty 2.134504e-05
1633   sadly 4.272202e-05
1634   safer 5.942334e-05
1635   saint 2.707137e-04
1636   salad 6.310748e-05
1637   sally 7.706945e-05
1638   salon 3.178204e-05
1639   salsa 1.129424e-05
1640   salty 1.308783e-05
1641   salve 5.481298e-06
1642   salvo 4.072927e-06
1643   sandy 1.356239e-04
1644   saner 1.457763e-06
1645   sappy 9.652899e-07
1646   sassy 3.217837e-06
1647   satin 2.034569e-05
1648   satyr 3.840938e-06
1649   sauce 9.693850e-05
1650   saucy 2.676685e-06
1651   sauna 1.140014e-05
1652   saute 8.082952e-06
1653   savor 6.794750e-06
1654   savoy 1.226136e-05
1655   savvy 1.150862e-05
1656   scald 2.699719e-06
1657   scale 1.148336e-03
1658   scalp 2.556750e-05
1659   scaly 6.617664e-06
1660   scamp 1.314588e-06
1661   scant 2.185342e-05
1662   scare 2.575136e-05
1663   scarf 1.675772e-05
1664   scary 1.741596e-05
1665   scene 4.563529e-04
1666   scent 3.949233e-05
1667   scion 5.421793e-06
1668   scoff 2.633034e-06
1669   scold 4.425790e-06
1670   scone 1.857435e-06
1671   scoop 1.506466e-05
1672   scope 5.443968e-04
1673   score 2.744832e-04
1674   scorn 1.932793e-05
1675   scour 1.343551e-05
1676   scout 3.527734e-05
1677   scowl 4.605970e-06
1678   scram 2.047656e-06
1679   scrap 6.977458e-05
1680   scree 2.820724e-06
1681   screw 8.161948e-05
1682   scrub 3.208034e-05
1683   scrum 1.726395e-06
1684   scuba 1.367886e-05
1685   sedan 1.459294e-05
1686   seedy 4.130805e-06
1687   segue 1.122475e-06
1688   seize 4.884708e-05
1689   semen 2.796286e-05
1690   sense 1.602509e-03
1691   sepia 4.679633e-06
1692   serif 4.243502e-06
1693   serum 2.171610e-04
1694   serve 8.127728e-04
1695   setup 8.343369e-05
1696   seven 8.257319e-04
1697   sever 1.463881e-05
1698   sewer 6.445286e-05
1699   shack 1.633396e-05
1700   shade 9.967976e-05
1701   shady 1.735138e-05
1702   shaft 1.271345e-04
1703   shake 7.959580e-05
1704   shaky 1.622109e-05
1705   shale 5.651983e-05
1706   shall 5.610967e-03
1707   shalt 1.842232e-05
1708   shame 9.729759e-05
1709   shank 1.354251e-05
1710   shape 6.156484e-04
1711   shard 1.754724e-06
1712   share 1.211711e-03
1713   shark 3.204384e-05
1714   sharp 3.222254e-04
1715   shave 1.367320e-05
1716   shawl 1.162282e-05
1717   shear 2.196129e-04
1718   sheen 1.241711e-05
1719   sheep 1.899792e-04
1720   sheer 7.301644e-05
1721   sheet 4.559963e-04
1722   sheik 4.254641e-06
1723   shelf 1.534541e-04
1724   shell 2.792299e-04
1725   shied 3.581030e-06
1726   shift 5.121910e-04
1727   shine 3.925329e-05
1728   shiny 3.168002e-05
1729   shire 1.234700e-05
1730   shirk 4.646357e-06
1731   shirt 1.176952e-04
1732   shoal 1.226599e-05
1733   shock 2.835356e-04
1734   shone 2.378830e-05
1735   shook 1.535224e-04
1736   shoot 1.227841e-04
1737   shore 2.107920e-04
1738   shorn 5.976282e-06
1739   short 1.866557e-03
1740   shout 3.448090e-05
1741   shove 1.007166e-05
1742   shown 2.129492e-03
1743   showy 7.433097e-06
1744   shrew 7.537547e-06
1745   shrub 3.789071e-05
1746   shrug 1.160565e-05
1747   shuck 1.627928e-06
1748   shunt 2.123023e-05
1749   shush 1.047869e-06
1750   shyly 5.300792e-06
1751   siege 4.842614e-05
1752   sieve 2.375097e-05
1753   sight 2.899791e-04
1754   sigma 5.731507e-05
1755   silky 1.125611e-05
1756   silly 5.227305e-05
1757   since 4.115353e-03
1758   sinew 2.915582e-06
1759   singe 1.421494e-06
1760   siren 1.190353e-05
1761   sissy 4.904827e-06
1762   sixth 2.225694e-04
1763   sixty 1.562373e-04
1764   skate 9.306892e-06
1765   skier 6.118422e-06
1766   skiff 3.744863e-06
1767   skill 2.633078e-04
1768   skimp 1.031688e-06
1769   skirt 4.449921e-05
1770   skulk 4.975253e-07
1771   skull 7.160204e-05
1772   skunk 7.472391e-06
1773   slack 3.412985e-05
1774   slain 2.099682e-05
1775   slang 2.065457e-05
1776   slant 1.688295e-05
1777   slash 2.480431e-05
1778   slate 5.352779e-05
1779   slave 2.040719e-04
1780   sleek 1.293294e-05
1781   sleep 3.672186e-04
1782   sleet 5.498965e-06
1783   slept 6.369781e-05
1784   slice 5.889626e-05
1785   slick 2.148400e-05
1786   slide 1.323322e-04
1787   slime 9.583628e-06
1788   slimy 5.950861e-06
1789   sling 1.236278e-05
1790   slink 1.205599e-06
1791   sloop 5.787254e-06
1792   slope 2.533279e-04
1793   slosh 1.348076e-06
1794   sloth 5.157514e-06
1795   slump 1.970884e-05
1796   slung 9.126290e-06
1797   slunk 1.534231e-06
1798   slurp 8.294510e-07
1799   slush 5.238791e-06
1800   slyly 3.273435e-06
1801   smack 8.555283e-06
1802   small 3.724058e-03
1803   smart 1.355420e-04
1804   smash 1.296162e-05
1805   smear 2.159242e-05
1806   smell 1.127075e-04
1807   smelt 9.560172e-06
1808   smile 2.174334e-04
1809   smirk 3.609694e-06
1810   smite 2.385144e-06
1811   smith 8.350342e-04
1812   smock 4.186686e-06
1813   smoke 2.081623e-04
1814   smoky 1.696892e-05
1815   smote 3.076829e-06
1816   snack 2.893692e-05
1817   snail 1.949124e-05
1818   snake 9.369149e-05
1819   snaky 6.560276e-07
1820   snare 1.208149e-05
1821   snarl 3.736383e-06
1822   sneak 1.405777e-05
1823   sneer 5.521687e-06
1824   snide 1.927052e-06
1825   sniff 7.941500e-06
1826   snipe 3.645718e-06
1827   snoop 2.757272e-06
1828   snore 2.436189e-06
1829   snort 4.886240e-06
1830   snout 1.192462e-05
1831   snowy 1.558601e-05
1832   snuck 2.157643e-06
1833   snuff 1.023865e-05
1834   soapy 4.126269e-06
1835   sober 3.276398e-05
1836   soggy 4.826836e-06
1837   solar 3.042567e-04
1838   solid 6.839057e-04
1839   solve 2.641736e-04
1840   sonar 2.008800e-05
1841   sonic 2.239187e-05
1842   sooth 1.897623e-06
1843   sooty 4.672293e-06
1844   sorry 1.890261e-04
1845   sound 9.790966e-04
1846   south 2.613720e-03
1847   sower 2.646065e-06
1848   space 1.943694e-03
1849   spade 1.231453e-05
1850   spank 1.572885e-06
1851   spare 9.937936e-05
1852   spark 5.273604e-05
1853   spasm 1.464062e-05
1854   spawn 1.484885e-05
1855   speak 5.841637e-04
1856   spear 3.560655e-05
1857   speck 9.937587e-06
1858   speed 7.652120e-04
1859   spell 7.618683e-05
1860   spelt 9.561663e-06
1861   spend 3.268075e-04
1862   spent 5.950980e-04
1863   sperm 7.343515e-05
1864   spice 2.937552e-05
1865   spicy 1.659421e-05
1866   spied 6.412180e-06
1867   spiel 2.097665e-06
1868   spike 4.020206e-05
1869   spiky 3.048410e-06
1870   spill 7.724765e-05
1871   spilt 3.280755e-06
1872   spine 9.868097e-05
1873   spiny 1.031528e-05
1874   spire 9.023370e-06
1875   spite 2.096919e-04
1876   splat 1.930514e-06
1877   split 2.702342e-04
1878   spoil 2.570088e-05
1879   spoke 3.285230e-04
1880   spoof 2.821766e-06
1881   spook 2.709621e-06
1882   spool 1.153336e-05
1883   spoon 4.136553e-05
1884   spore 1.796609e-05
1885   sport 1.835783e-04
1886   spout 8.578345e-06
1887   spray 1.318682e-04
1888   spree 7.043416e-06
1889   sprig 3.397748e-06
1890   spunk 1.624509e-06
1891   spurn 2.169890e-06
1892   spurt 7.945057e-06
1893   squad 3.831039e-05
1894   squat 1.078042e-05
1895   squib 1.029443e-06
1896   stack 1.084959e-04
1897   staff 1.615436e-03
1898   stage 1.197522e-03
1899   staid 5.379327e-06
1900   stain 4.752324e-05
1901   stair 1.838375e-05
1902   stake 1.166310e-04
1903   stale 3.645975e-05
1904   stalk 2.470733e-05
1905   stall 3.928779e-05
1906   stamp 1.145650e-04
1907   stand 6.580570e-04
1908   stank 2.132386e-06
1909   stare 4.398711e-05
1910   stark 7.153809e-05
1911   start 9.976674e-04
1912   stash 3.677328e-06
1913   state 1.000430e-02
1914   stave 8.069207e-06
1915   stead 1.786943e-05
1916   steak 2.560984e-05
1917   steal 4.741597e-05
1918   steam 2.080536e-04
1919   steed 6.227723e-06
1920   steel 6.971019e-04
1921   steep 1.000819e-04
1922   steer 3.119495e-05
1923   stein 6.560321e-05
1924   stern 8.718188e-05
1925   stick 1.582856e-04
1926   stiff 7.344023e-05
1927   still 3.231845e-03
1928   stilt 2.254180e-06
1929   sting 2.258891e-05
1930   stink 8.049520e-06
1931   stint 1.057612e-05
1932   stock 1.216319e-03
1933   stoic 1.445004e-05
1934   stoke 9.390575e-06
1935   stole 3.187681e-05
1936   stomp 3.995917e-06
1937   stone 5.389741e-04
1938   stony 3.131888e-05
1939   stood 4.476204e-04
1940   stool 3.865230e-05
1941   stoop 8.582541e-06
1942   store 5.002799e-04
1943   stork 7.589738e-06
1944   storm 2.281705e-04
1945   story 1.194980e-03
1946   stout 3.702566e-05
1947   stove 4.439802e-05
1948   strap 2.674058e-05
1949   straw 7.690725e-05
1950   stray 2.928291e-05
1951   strip 1.677002e-04
1952   strut 1.285574e-05
1953   stuck 1.045326e-04
1954   study 3.798121e-03
1955   stuff 1.629130e-04
1956   stump 2.649893e-05
1957   stung 1.096931e-05
1958   stunk 5.619298e-07
1959   stunt 9.222361e-06
1960   style 7.764554e-04
1961   suave 3.648148e-06
1962   sugar 3.775040e-04
1963   suing 1.299805e-05
1964   suite 3.727224e-04
1965   sulky 2.463375e-06
1966   sully 6.210506e-06
1967   sumac 2.832567e-06
1968   sunny 4.293847e-05
1969   super 1.649883e-04
1970   surer 2.983483e-06
1971   surge 6.135455e-05
1972   surly 4.084928e-06
1973   sushi 5.116300e-06
1974   swami 1.544694e-05
1975   swamp 4.462968e-05
1976   swarm 1.347372e-05
1977   swash 2.256497e-06
1978   swath 7.830603e-06
1979   swear 3.883885e-05
1980   sweat 6.970516e-05
1981   sweep 6.258840e-05
1982   sweet 2.488780e-04
1983   swell 3.600720e-05
1984   swept 8.331290e-05
1985   swift 8.357532e-05
1986   swill 1.247743e-06
1987   swine 3.894247e-05
1988   swing 9.207198e-05
1989   swirl 1.421328e-05
1990   swish 3.103589e-06
1991   swoon 2.740862e-06
1992   swoop 4.684855e-06
1993   sword 9.995572e-05
1994   swore 2.234346e-05
1995   sworn 5.631505e-05
1996   swung 4.433921e-05
1997   synod 2.358548e-05
1998   syrup 3.688874e-05
1999   tabby 3.092476e-06
2000   table 3.519435e-03
2001   taboo 2.155351e-05
2002   tacit 2.389161e-05
2003   tacky 4.637845e-06
2004   taffy 2.445069e-06
2005   taint 8.760339e-06
2006   taken 2.215353e-03
2007   taker 9.841751e-06
2008   tally 1.923749e-05
2009   talon 3.526089e-06
2010   tamer 2.633726e-06
2011   tango 8.829790e-06
2012   tangy 2.580239e-06
2013   taper 1.723500e-05
2014   tapir 1.591478e-06
2015   tardy 5.587571e-06
